	id	text	label
502	9661	Kvalitní filtrace 'vyfukovaného' vzduchu.	0
503	9504	Zatím solidní výrobek za dobrou cenu.	0
504	11498	Sítko na prvním filtru se brzy zanese jemným prachem.	1
505	9331	Je tento absolutně potichý a je slyšet jen zvuk vysávaného vzduchu.	1
506	10483	S ohledem na výkon není vysavač nijak zvlášť hlučný.	1
507	10377	Sací výkon - dokáže vysát vše od drobného prachu až po těžší věci.	1
508	9763	Zapínání vysavače -  zapne se a drží.	1
509	10551	Dlouhá výdrž na baterii.	0
510	9388	Velký dosah (šňůra + hadice + trubky).	0
511	10045	Také odkapávací ma mop.	0
512	9958	Nabijeni pres adapter a ne ze zakladny.	1
513	9416	Dvě možnosti intenzity vysávání.	0
514	10346	Snadná manipulace s vysavačem.	0
515	9360	Slušná kvalita za rozumnou cenu.	0
516	11205	Šňůra by mohla být delší.	1
517	10296	Vysoký sací výkon u hladkých ploch (laminátových podlah apod.	0
518	11000	Ale s tím se počítá.	1
519	11478	Ještě k tomu trčí šikmo.	1
520	10041	Skvělé je přisvícení na podlahové hubici (je vidět každé smítko).	1
521	10060	Dobre se s nim manipuluje.	1
522	9556	Po nabití kdykoli k luxování.	0
523	10922	Bylo by vhodné k vysavači dodávat i vůně!.	1
524	9986	Vaha plneho vysavace napr.	0
525	10664	Musela jsem zakoupit i sáčky.	0
526	9569	Případně vysátí obsahu pomocí velkého vysavače.	1
527	10477	Na rozdíl od pytlíkových vysavačů.	0
528	9759	Lepší systém pro vysypání sběrné nádoby.	1
529	10345	Že je 'blbuvzdorný' hodí se i pro uklizečku která řeší pouze pokud má vyluxováno.	0
530	9622	Možnost napojení na el.	0
531	10616	(výrobek používám necelý měsíc).	1
532	10448	Super 2 v 1.	0
533	10434	Dlouhá hadice chytře řešené příslušenství.	1
534	11072	Jediný dodavatel lidl díly ani servis potom nezařizuje.	0
535	11515	Parketová hubice je úzká - miele má významně lepší.	1
536	9337	Mám doma už dva.	0
537	9811	Světýlko je super pomocník při luxování.	0
538	9678	Byl zvolen na vysáv.	0
539	10082	Super vysavač hlavně na mokré čištění.	0
540	9777	Koberec od písku vysaje v pohodě i na jedničku.	0
541	10722	Oba čudlíky pro zapnutí vysávání (motor) a šampónování (pumpa) jsou naprosto stejné.	1
542	11439	Vyrobce by to měl vyrešit.	1
543	10639	Jedine co me tak trosku vadi je kabel který se omotava kolem a při presunu neustale pada.	1
544	11102	Jako každá baterie i tady jednou zdechne a nová stojí 1700 kč.	0
545	11100	Že když už je výrobek tak zdařilý.	1
546	9934	Starý vysavač prach vířil.	0
547	9295	Oproti konkurenci splňuje to   co slibuje- rychlé nabití kolem 4 hodin a výdrž baterie až 45 minut.	0
548	10222	Po vysátí koberce klasickým vysavačem bez rotačního kartáče jsme použili tento  aku vysavač a divili jsme se.	0
549	10161	Velký výkon na nízké nastavení.	0
550	10250	Pohodlné vysávání u nás v kanceláři.	0
551	11004	Malý objem nádoby na prach.	0
552	9427	Luxuje a vytírá zároveň principem.	0
553	9975	Výborný na denní rychlý ůklid.	0
554	11519	Slabší navýjení kabelu (uvidíme kolik navynutí vydrží samotné tlačítko).	1
555	10979	Snad mi jen chybí rudé led upozornění vhodné údržby omyvatelných filtrů.	1
556	11303	Jinak prozatím nemám jiné připomínky.	1
557	10737	Kteří jej nabízejí v kombinaci.	1
558	9610	Že nahradí klasický vysavač!.	0
559	11390	Když jsem neměla kontrolu na zbývajícím množstvím čisté vody.	1
560	9909	Což byl pro nás jeden z důležitých faktorů.	0
561	9311	Absolutně jiná kvalita luxování.	0
562	11037	Vysavač neumí vysávat do vody.	0
563	10579	Vypínač se při používání musí držet.	1
564	11346	Šňůra se nevysouvá sama.	1
565	10195	Sací výkon s množstvím nasátého odpadu opravdu neklesá.	1
566	10211	Nabijení cool-má to stojanek v balení.	1
567	9645	Že se na maximální výkon doslova přilepí ke koberci.	0
568	9723	Takže já jako matka dvou malých dětí vysavač jen doporučuji.	1
569	10381	Možnost výměny akumulátoru (alespoň to píší v návodu).	1
570	10415	Kovová trubka k hlavici.	1
571	10431	Už žádné tahání po kusech ze skříně.	0
572	11356	Chybí navíjení napájecí šňůry.	1
573	11348	Při manipulaci se hodně plete držák vysavače s držákem odpadní nádoby.	1
574	9896	Velká spokojenost a doufám.	0
575	11055	Šasí vysavače nepůsobí bytelným dojmem včetně velkých mezer ve slícování dílů ale asi ví co dělají.	1
576	10563	Vysavače mám jako dárek k vánocům.	0
577	10926	Při nastavení maximálního sacího výkonu dost hlučný - odhad téměř 90 db (výrobce udává 86 db).	1
578	9894	Velmi dobrý sací výkon.	0
579	9464	Které vyjíždí nechtěně do stran a mezi nimi je mezera.	1
580	11334	Pro starší hůře ovladatelné uvolňování krytu v případě čištění.	0
581	10479	Skutečně dobrý vysávač za nízkou cenu.	0
582	10954	Dražší original sáčky (ale jsou velké a opravdu filtrují skvěle).	0
583	10778	Nelogické vytahování nádoby na prach.	0
584	10510	Za svoje peníze dostanete odpovídající výrobek.	0
585	10897	Že by se tahalo za hadici.	1
586	10976	Relativně o něco kratší hadice od vysavače k rukojeti.	1
587	11471	Lepší než plastové pytle by byly sáčky na prachové nečistoty.	1
588	10470	Ale opak je pravdou.	1
589	9604	(jako u modrého bosch)  tedy stálým výkonem  vysáváte.	1
590	9904	Je lehký a silák na to.	0
591	10539	Vyfoukal mi pc mnohem lépe než profi stlačený vzduch.	1
592	9591	Velký objem sáčku - 4.	0
593	11494	Na některých místech už zbělaly.	1
594	9933	I když je uvedena kategorie na koberce.	1
595	10174	Dle d-tetu nej produkt a s hodnocením souhlasím.	0
596	11274	Sneslo by to držák pro vodorovné přenášení.	1
597	9628	Hodně  nástavců na různé povrchy.	1
598	11031	Rozhodně již nikdy onlineshop.	0
599	10546	Sací výkon je výborný.	0
600	10916	Příslušenství bych hodnotil spíše jako nouzové.	1
601	9565	Jednoduchý skladný dobrý poměr výkon cena.	0
602	11071	Turbo kartáč je trochu hlučný.	1
603	10459	Zadny prach ani pytliky.	0
604	10729	Už mizí z trhu.	1
605	10804	Při vysávání se musí neustále držet spouštěcí tlačítko.	1
606	11033	Mohl by být levnější.	1
607	9936	Poměr cena a vlastnosti.	0
608	11412	Motorová část se docela zahřívá.	1
609	10170	Že s vysavačem můžu vytírat a nemusím se ohýbat ke kýblu s vodou.	0
610	11503	Při vysávání koberce se plastové trubky hodně prohýbají takže se i při minimálním výkonu bojíte vysávat.	1
611	9672	Je bezšňůrový bez sáčkový lehce ovladatelný.	0
612	10612	V čr dostupné pouze 2 varianty.	0
613	9597	Úspora času při úklidu.	0
614	9847	Sací výkon je super a hned po prvním vysávání byl jasně vidět rozdíl.	0
615	10815	Pro snadnější vylévání bych uvítal přizpůsobený okraj nádoby.	1
616	10204	Nikdy nebudu zakoupit jiný produkt eta.	0
617	10651	Možná plastové trubky s tlustou stěnou.	1
618	10186	Zametá solidně chlupy od psa na koberci.	0
619	9272	Výborně stojí i bez toho.	0
620	10435	Pro malou domácnost super.	0
621	10848	Ale zase když se pohne.	1
622	11182	Chtělo by to aspoň nějaké upozornění že je vysavač nabitý.	1
623	10322	Extra hlavice na tvrdé podlahy.	0
624	11101	Trubice by mohla být kovová a ne plastová.	1
625	10191	Počítejte s 22 centimetry.	1
626	10372	Nabíjí opravdu kolem 12hodin.	1
627	9332	Mám ho jen krátce.	1
628	11421	Nádoba na odpad není průhledná.	1
629	9300	Vysává a čistí dobře.	0
630	10877	Síťový kabel by mohl být delší.	1
631	11097	Nicméně vzhledem k ceně naprosto v pohodě.	1
632	10769	Kolečka se špatně čistí.	1
633	11242	Kráká přívodní šňůra ke stojanu.	0
634	10439	Ale pro pořádné chlapy.	0
635	10678	Snad to bude snadné a nebude  se prach šířít  do okolí.	0
636	9512	Hmotnost mohla být nižší.	1
637	10559	Ušetřím polovinu času při vytírání celého rd.	1
638	9790	Turbohubice + speciální mini-turbohubice na dokonalé vysátí zvířecí srsti z čalounění v ceně 799.	0
639	10759	Což zhoršuje manipulaci při čištění.	1
640	11256	Jinak na tvrdé podlaze je  ok.	0
641	10020	Velký zásobník na prach.	0
642	10691	Možná by se mi líbilo.	1
643	11322	Chce to přikopit prodlužku.	1
644	10590	Spojeni trubek je pouze na zasunuti.	1
645	10638	Není tak robustní jako minulý model.	1
646	9495	Je fajn ze knoflik nemusi držet.	0
647	10795	Ne příliš dlouhá teleskopická tyč k hadici.	1
648	9394	V porovnání s jinými výrobky v dané cenové hladině je to špička.	0
649	9653	Jak budu mluvit po záruce.	1
650	9264	Na nejvyšší otáčky ho skoro nemohu odlepit z podlahy.	0
651	9828	Fakt velká síla sání.	0
652	11235	Takže jsme pak sáčky přestali používat zcela.	1
653	9589	Oproti podobným výrobkům lepší sací výkon.	1
654	9955	Ihned jsem ho vyzkoušela.	0
655	10290	Opravdu vysava skvele a saci vykon je peckovni.	0
656	10393	Velmi příznivá cena k výkonu a funkcím.	0
657	10224	Nádoba jde pěkně vyndat a vysypat.	0
658	10420	Rychlé a okamžití čištění.	0
659	9500	Ve své cenové kategorii je to velice kvalitní vysavač se spoustou nástavců.	0
660	10232	Pomocník v domácnosti za super peníz.	0
661	9470	Lehký a dobře ovladatelný.	0
662	10133	Světlo- na drobky je krásně vidět.	1
663	9555	Bývalý vysavač eta již dosloužil.	1
664	10421	Nemusím kupovat a vyměňovat sáček.	0
665	10485	Hubice na chlupy od mazlíčků.	0
666	11276	U stroje bych vítal ještě extra výfukový otvor pro napojení hadice-možnost něco vyfoukat.	1
667	11057	Kvalita provedení nevypadá moc dobře.	0
668	11074	Nic se vytknout nedá.	1
669	10631	Takže je to vlastně zbytečný údaj.	1
670	9345	Vysaje i zvířecí chlupy ze sedadel.	0
671	10110	Lehky a dostane se vsude kam je treba.	0
672	9519	Vhodný pro domácí zvěř.	0
673	9791	Zdá se mi velmi dobrý poměr cena výkon.	0
674	9458	Praktický pomocník na špínu v koutech.	0
675	9991	Možnost použití rychleschnoucího přípravku na čištění.	1
676	11449	Je dobré k němu mít u ruční vysavač.	0
677	9667	Vždy po ruce když je třeba.	0
678	11104	Ale pro někoho kdo má více jak 170cm je to stále krátké.	1
679	10073	Kvalitní zpracování made in germany.	0
680	10249	Takže ho mám sestavený v pokojíku kdykoliv k použití.	0
681	10178	Až jsem byla překvapena.	0
682	9805	Sací výkon a bohaté příslušenství.	0
683	10287	Snadná údržba a vyprázdnění vysávaného obsahu.	0
684	9431	Vysavač je tichý (ale pozor! pouze vysavač).	0
685	11107	Ale když tak nepoškodit sloupky apod.	1
686	9951	Ale opravdu dobry vykon.	0
687	11408	Které vedou od plastové trubky se při vysávání při mírné zátěži ohýbají - nestabilní.	1
688	11492	Špatně se čistí nádobka na nečistoty.	1
689	9807	Za své peníze jsem dostal to.	1
690	10624	Kolečka nejsou zcela ideální.	1
691	10506	Hledali jsme velký výkon při vysávání koberců a jsme velmi spokojeni!.	0
692	11407	Ale za kvalitu se platí.	0
693	9358	Příjemně se s ním manipuluje.	0
694	10972	Údržba při mokrém i suchém čištění.	0
695	10580	Jestli je to lepší než klasická lopatka a smetáček.	1
696	10109	Ze netahate za sebou snuru a mate ho pri ruce.	0
697	9430	Malý s uv  lampou.	0
698	10606	Uchycení teleskopické trubky v hadici by mohlo být pevnější - trubka vypadává.	1
699	11375	Jenom jedna barevná varianta.	1
700	9705	Bez nutnosti vysypávat odpad.	0
701	10733	Časté vypadávání držáku hadice.	1
702	10019	Koupila si i manželka i když nemá naviják.	0
703	9282	Nechtěl jsem nic velkého jako je bosch a myslím.	1
704	9583	Jsem zvyklá na jiný vysavač a tak si na něj musím zvyknout.	1
705	10323	Ideální pro větší byt.	0
706	10863	Že většinu sací energie spotřebuje roztáčení hlavice.	1
707	9309	Možnost prodloužení na vysátí podlahy.	0
708	10873	Kdyby byly silnejsi nebo kovove.	1
709	11511	Trubky se poněkud ohýbají.	1
710	11525	Sací výkon by mohl být vyssi.	1
711	9584	Dobře vysává i koberec s nižším vlasem a hlavně bez tahání kabelu za sebou.	0
712	9329	Another one with a narrow tube or additional shape (nozzle) for it reaches them better.	0
713	11501	Jako všechny nové spotřebiče.	1
714	11156	Rotační kartáč  není součástí.	1
715	10376	Je to první stavební vysavač mám.	0
716	11024	Ruční vysavač má bez použití nastavců malý tah.	1
717	10476	Velice dobre vysaje i koberec.	0
718	10279	Výborná hubice na tvrdé podlahy (mám lino a např.	1
719	9459	Že došla čistá voda.	1
720	11025	Takže opět nepoužitelná hubice.	1
721	11090	Příliš malý háček na napájecí kabel.	0
722	11229	Při použití nedoporučené hubice na koberec.	1
723	10122	Na první stupeň je velice tichý.	0
724	9833	Kdy je baterie nabita.	1
725	10509	Praktický kartáč na rukojeti.	0
726	11043	V prostoru vysavače se nedá uložit přídavná hubice a kartáček.	1
727	11401	Poměrně malá nádobka na saponát pro mokré čištění.	1
728	10656	Zanechává příliš zbytečně široké nevytřené okraje po stranách a vpředu.	1
729	11258	Musí se s nimi opatrně zacházet.	1
730	9930	Nádherná a lehká práce.	0
731	11053	Ale modrá trubka mě odradila.	1
732	11559	Malý výběr barev- pouze černá.	1
733	11273	Přestože je skoro prázdný.	0
734	10857	Že pohyb s ní je obtížný.	1
735	10491	Dlouhá hadice i kabel.	0
736	11378	Výkon se přidává otáčením doleva.	1
737	9609	Celkem tichý oproti klasickému vysavačí.	0
738	9862	Ma dobry tah a mile je.	0
739	9750	Vysavač mužu kdykoliv použít.	0
740	9344	Bezsáčkový i sáčkovy taky super.	0
741	10341	Taky proto jsem koupil.	0
742	10562	Mame ho krátce ale zatím velká spokojejost.	0
743	10015	Super vysavač do dílny a garáže.	0
744	11341	Mohl by byt delsi privodni kabel.	1
745	10003	Které se po vyjmutí uzavřou klapkou.	1
746	11123	Ale to je ve finále nepodstatný detail.	1
747	10683	Cena - ta ale odpovídá vyjimečnosti a kvalitě produktu.	1
748	10657	Dost rychle se vybíjí.	0
749	11338	Párkrát bouchnete o roh.	1
750	9548	Pohodlné čistění odpadové nádoby.	0
751	10940	Nemá madlo vepředu vysavače - pro zvednutí vysavače ze země.	1
752	10596	Tento nedostatek se nedá odstranit nějakými vůněmi.	1
753	11532	Která vyžadují trochu pozornosti při manipulaci.	1
754	10141	Vysavač byl zakoupen na mokré vyčištění koberce - velmi mile překvapen.	0
755	10001	Je tišší než ostatní.	0
756	9857	Kéž by vydržel také tolik let.	1
757	11425	Hned po prvním vysátí odpadl sice nepotřebný.	1
758	9419	Stojí sám bez opěry nebo v nabíjecím podstavci.	0
759	11548	Že by to nějakou škodu vysavači skutečně způsobovalo.	1
760	9521	Netahám za sebou žádné šňůry.	0
761	9946	(na rozdíl od modrého bosch).	0
762	10320	Velmi dobře čistí i bez přípravku.	0
763	11087	Ale jako každodenní pomocník je skvělý!.	0
764	10125	Při běžném provozu stačí.	0
765	9925	12v baterie = delší výdrž.	0
766	11061	Nebyl vyplněn záruční list.	1
767	9644	Bez nabizi s nim v pohode vysaju cely byt i 3 dny za sebou.	0
768	10095	Malý a šikovný vysavač na drobné nečistoty.	0
769	10205	Chtěli jsme aku vysavač s rotačním kartáčem.	1
770	10361	U tkaného je to trochu horší).	1
771	11426	Prodává se bez akumulátoru a nabíječky.	0
772	10500	Poměr výkon/cena výborný a.	0
773	10680	Vzhledem ke krátkodobému použití jsem žádné negativa nezjistil.	1
774	11213	Krátka šnura ale dá se.	1
775	10686	Poměrně malý sáček vzhledem k velikosti nádoby.	0
776	10591	Že jsem něco z neopatrnosti ulomila.	1
777	11551	Krátká šňůra na můj vkus.	0
778	9837	Je certifikován) i prach třídy l (to není v dané kategorii úplně běžné).	0
779	11508	Ta stará nebyla otevírací.	1
780	11489	Asi nemá více filtrů kromě pracího filtru za sáčkem.	1
781	11056	Asi problémy s drobnými zaschlými lístky.	1
782	10414	Vodu jsem zatim nezkoušel.	0
783	10303	V celku tichý chod.	0
784	10851	Ale ne úplně praktické a pohodlné.	0
785	9316	Vysoký sací výkon na pevné povrchy.	0
786	9639	Skvely umyvatelny  hepa filter 13.	0
787	9866	Prostě jsem potřeboval nový lux.	0
788	10429	Výborný vysavač s neskutečnou sací sílou.	0
789	10659	Musím se podívat na to těsnění.	1
790	9485	Výborně vysává na několik způsobů.	0
791	9902	Sací výkon dle představ.	0
792	10383	Který vysaje i chlupy.	0
793	11340	Špatně se vymývá (je velký).	0
794	9636	Mám ho při ruce u linky a kdykoliv můžu vysát nepořádek při vaření a nematlám po lince pořád hadr.	0
795	11292	Často se uchopí místo držáku vyssavače.	1
796	10269	Ovzduší je velmi příjemné jelikož není cítít vůbec žádný zápach.	0
797	9405	Rozhodně doporučuji především těm.	0
798	9327	Že si to ani nedokážete představit.	1
799	9501	Prach v koutech) mohou být neustále připnuty na tyči a kdykoliv je zapotřebí.	1
800	10598	Ale je to zvyk.	1
801	10023	Dobře se s ním manipuluje.	1
802	10397	Důvodem pro koupi bylo.	0
803	9819	Který používá vodní filtraci místo klasických sáčků a zárověň mokré čištění a vysávání vody.	0
804	9376	Možnost ofuku (jestě jsem nepoužil :d ).	1
805	10756	Vcelku krátká přívodní šňůra.	0
806	10151	Přes čalounění auta po průyslové zátěžové koberce.	0
807	10725	Lehce profukující regulátor vzduchu.	0
808	9437	Jsem s vysavačem spokojená.	0
809	11188	Ale časem na to jde přijít.	1
810	11198	Při nákupu v obchodě většinou pouze na objednávku.	1
811	9937	Suché a mokré vysávání.	0
812	11295	Malá nádržka na vodu.	0
813	11184	Jinak to prostě nevytírá.	1
814	11164	Hubice 3 in 1 je pěkná.	0
815	10903	Nemám žádných námitek vřele doporučuji.	1
816	10948	Občas se rozloží dvoudílná tyč.	0
817	11440	Mohl by být o metr delší.	1
818	9436	Vysavač opravdu saje stále stejně.	1
819	9642	Dá se regulovat na trubici.	1
820	9467	Velmi tichý a výkonný vysavač.	0
821	11457	Složitější čištění po ukončení vysávání než u rainbow.	0
822	9928	Kromě zmiňovaných nevýhod vše v pořádku.	0
823	11226	Hubice nelze mít u vysavače.	1
824	10609	'křehké' spojení jednotlivých částí sací hlavice a nástavce.	1
825	9640	Možnost přepnout stroj na ofukování.	0
826	11385	Takže pak nejsou ani po ruce.	0
827	10493	Na trhu netypická konstrukce.	1
828	9697	Výborná cena za dobré řešení.	1
829	10050	Dobrá a jednoduchá obsluha.	0
830	9491	Velmi tichý chod  při nižších otáčkách.	0
831	11290	Držák omyvatelného boxu se plete s držákem vysavače.	1
832	10730	Mohl by být méně hlučný.	1
833	11106	Nemá naviják na el.	1
834	9364	Tichý chod a bohaté příslušenství - hubice na pavučiny.	0
835	10291	Vezme naprosto veškeré i stavební nečistoty.	0
836	9322	Jakou jsme u vysavače měli (dříve eta.	0
837	11142	Aby se prach nerozletěl všude okolo.	1
838	11016	Snad jen cena originálních sáčků.	1
839	10710	Příslušenství na trubce vám překáží.	0
840	10513	Tichý ale velmi výkonný.	0
841	10635	Pokud je koberec přilepený.	1
842	10716	Multifiltr zabírá velkou část nádoby.	0
843	9938	Docela mě překvapil výkon.	0
844	11094	Naprosto nefunkční zpětné profukování filtru.	1
845	10687	Zasekává se pod nábytkem.	1
846	11335	Ale při  multifunkčním zařízení s tím musím počítat.	0
847	10707	Ale poradil jsem si.	1
848	10401	Bez kabelu 'vždy po ruce'.	0
849	9542	Starou barvu  od škrábání atd.	1
850	10626	Jediné co mi vadí.	1
851	11041	Kvůli moc silnému výkonu (s vysunutými štětinami se špatně jezdí po hustém koberci a bez nich je přisátý ke koberci jak klíště).	1
852	10298	Snadné otevírání a čištění odpadní nádoby.	0
853	10221	Lino vysává velmi dobře.	0
854	10169	Dobře vysává všechny druhy podlah.	0
855	9471	Perfektní pomocník do domů s více patry.	0
856	10340	Dělá to k čemu je určen.	1
857	9472	Výdrž baterie snadná čistitelnost filtrů.	0
858	10374	Ale vasávám i vytírám vysavačem mnohem častěji než dřív! dokonce i přítel s ním vysává a to je pro mě výhra.	0
859	10085	Dostačující nádobka místo sáčku.	0
860	11027	Sací hadice nepasuje na výfukový otvor.	1
861	9874	Než by bylo za stejnou částku u jiných typů a značek.	1
862	11201	Bohužel u těchto typů vysavačů není.	1
863	10764	Které neumožňují nástavce připojitelné k hadici připojit rovnou na koncovky přístroje.	1
864	10236	Akumulátory a nabíječku používám od šroubováku bosch modré řady.	1
865	9648	Vyluxovala jsem s ním celou chalupu.	0
866	10200	V dané cenové hladině nejlepší co se da koupit.	0
867	10028	Dostačující na vysávání aut.	0
868	11396	Nemá delší kabel (kabel je pouze 4 m dlouhý) a delší trubici.	1
869	9679	Lehký snadno se s ním manipuluje.	0
870	11078	Nic mě zatím nenapadá.	1
871	9533	Práce s tímto vysavačem je bezvadná.	0
872	11496	(nebyl nakoupen v elektrooáze ale v jiném obchodě.	1
873	10791	Než je možnost sestavení - ovládací tlačítko na teleskopické  roztažení trubice je v dolní části.	1
874	9873	Snadná manipulace a obsluha a to i výměna sáčku a filtrů.	0
875	10634	Pouze nejdelší nástavec je krátký.	1
876	10995	Sací výkon je dostačující ale mohl by být ještě o trochu větší.	1
877	10461	Kovové trubky by časem začaly reznout.	1
878	11134	Je doslova přilepený k podlaze.	1
879	11151	Rychle se zanáší filt.	1
880	10497	Nádoba se snadno vysype.	0
881	10784	Při větší ploše je už stírací hadr špinavý a zanechává šmouhy.	1
882	9693	Na každodenní použití dostačující.	0
883	11248	Který vysává lamino by mohl mít účinnější kartáč.	1
884	9935	2 pojezdová kolečka navíc pro větší stabilitu (celkem 5 koleček).	0
885	10633	Komplikovanější údržba oproti klasickým vysavačům (dáno typem - vodní vysavač).	1
886	10819	Sací výkon velice laxní.	0
887	9317	Takže jak dlouho vydrží fakt nevím.	1
888	10648	Přívodní kabel by mohl být delší.	1
889	10157	Promyšlený systém čištění - proti konkurenci doslova geniální.	0
890	9918	Dobře bere tvrdé povrchy i s nerovnostmi (dlažba) a nízké koberce nebo rohožky.	0
891	11527	Ale nutnost častěji vylévat nečistoty je jen malá daň za výkony vysavače.	1
892	11364	Nená hubici na štěrbiny.	0
893	9816	Je vždy po ruce.	0
894	9798	Pohyb jednotky po podlaze jde velmi lehce - nemáte pocit.	1
895	11054	Tlačítka pro regulaci sacího výkonu jsou malá a zarovnaná s povrchem vysavače.	1
896	11121	Absence navýjení přívodní šnůry.	0
897	11110	Trochu horší manipulace s madlem.	1
898	10593	Vodní filtr je sice velmi účinný.	1
899	9586	Na hladkem povrchu i koberci.	0
900	11301	Že sací síla není až tak velká.	1
901	11306	Ale při uklízení se za ni tahá dopředu.	1
902	11434	Štětka má být kolmo k povrchu a ne vodorovně.	1
903	9269	Co jsem měl dříve (rainbow.	0
904	10213	Jednou mi spadl na zem (měl jsem ho přený o zeď) a nebylo na něm vydět žádné poškození.	1
905	9707	Před tímto vysavačem jsem měl od karcher.	0
906	10113	2 v jednom - malý ruční vysavač.	1
907	10952	Ale zase by nestál tak málo.	1
908	10649	Neviem o žiadnej nevýhode.	1
909	10814	Má kratší přívodní kabel.	0
910	9788	Zatím jen velmi krátce použit.	1
911	11319	Ale u hadice  dost syčí.	1
912	10762	Nosi se za sbernou nadobu na prach.	0
913	10119	Je malý a lehký.	0
914	9923	Snadná manipulace a vysávání.	0
915	10977	Chybí elektronická regulace otáček.	1
916	9289	Relativní výhoda je váha tj.	0
917	10398	Dobrý sací výkon - vysaje i stelivo od kočky a kamínky donesené na botech v zimě.	0
918	10550	Poměrně dlouhá výdrž baterie.	0
919	11246	Snad jen váha vysavače.	1
920	9709	Vrchní strana držáků koleček vytvarována na uložení nářadí.	1
921	10833	Tenké koberce mi to nadzvedává.	0
922	10709	Vydrží cca jen 10-15 min.	1
923	9287	Na psí chlupy dokonalý pro rychlý úklid.	0
924	11433	Ale neni to nic dramatickeho.	1
925	9929	Vhodný především na koberce.	0
926	11239	Klasická hlavice/koncovka na vysávání / brzo praskne a je na vyhození takže kvůli tomu nedoporučuji.	1
927	10537	Mame kocky a psa.	0
928	10847	Nemá ergo-rukojeť a je trošku hlasitější než rowenta.	1
929	10723	Jedinou nevýhodu vidím v el.	1
930	10100	Sáčky (3ks) se dají v ceně cca 190 kč.	0
931	11521	Možná jde jen o můj zvyk.	1
932	9984	Large assortment of included tools.	0
933	9774	Velmi prakticke pro rychly uklid.	0
934	9273	:) na vysavaci schranka na prislusenstvi.	0
935	11432	Pod hlavou přístroje se svorkami propouští prach z nádrže.	1
936	11249	Snad jedině hmotnost při nošení po schodech.	1
937	9699	Jeden z mála tyčových.	0
938	9659	Je tichý a výkonný.	0
939	9657	Mám jeden doma a kupovala jsem i na chalupu.	0
940	10794	Protože pořád má docela sílu.	1
941	10173	Dostatečně výkonný stavební vysavač - suchý i mokrý.	0
942	11236	Velmi levné plastové provedení.	1
943	10645	Ne jen větší částice.	1
944	9606	Zatím jsem vysávala na max.	0
945	10076	Ale dost často se zanáší filtr - nutno manuelně čistit.	1
946	9261	Záruka 5 let na motor po registraci.	0
947	10198	Výhoda nádoba na prach místo klasických sáčku a vydrží několik vysávání.	0
948	11178	Kdyby se rozbila baterie na nabíjení vysavače.	1
949	11526	Velmi nešikovné jištění trubek a hubice plastovými zámky.	1
950	10408	Hodnotím kladně robustní provedení přístroje.	0
951	10924	Chybí vrchní madlo na snadný transport.	1
952	10904	Chybi maly sterbinovy kartac.	1
953	9905	Ale nemohu srovnat s jinými 'tichými'.	1
954	9698	Za tu cenu odpovídá i výkon.	0
955	10555	Vykon me mile prekvapil.	0
956	9438	Poslední 3 roky jsem ho předělal na vodníka.	0
957	10260	Lehký bohaté příslušenství postačující k dokonalé čistotě.	0
958	9368	Levné náhradní díly - spadl mi ze schodů a nové kolečko stálo 20 kč.	1
959	10412	Je lehký do ruky.	0
960	9969	Přisaje se na koberec.	0
961	10143	Vysavač je vybaven spolehlivými kolečky.	0
962	11518	Díky čemuž se ucpává při větším bordelu.	1
963	9257	Prodloužená záruka o 12 měsíců od výrobce.	0
964	11073	Malému vysavači chybí jakákoliv násadka - samotný plast je velmi ostrý.	1
965	10987	Že druhá pozice pro filtr nemá magnety na oklep filtru.	1
966	11442	Mohla být delší a lépe by se pak vysávalo pod postelí a zapadlých koutech.	1
967	10752	Hubica na lino/plovoučku bordel nevysává.	1
968	9382	Zásuvka s automatickým spínáním vysavače (např.	0
969	10305	Každodennímu úklidu jako pomocník velkému.	0
970	10325	Než se póry ucpou a je třeba ho vyměnit.	1
971	9594	Vhodný i do velkého bytu.	0
972	10561	Po týdnů zatím velká spokojenost!.	0
973	11493	Od prvního užití se nenavine celá.	1
974	10519	Hubice na zvířecí chlupy skutečně funguje a to parádně.	1
975	11038	Soudě dle vlastních zkušeností výrobek nemá žádné proti.	1
976	10502	Úměrně  k ceně dobrý.	0
977	10913	Kabel při vysunutí vydává nepříjemný zvuk.	1
978	11279	Kdyby byl i v jiných barvách.	1
979	10081	Velké množství různých hubic a nástavců.	1
980	9806	Prach pobírá naprosto bezkonkurenčně.	0
981	11447	Minulý mi odešel po záruce.	0
982	9726	Jednoduché a rychlé denní vysávání.	0
983	9378	Zatím se mi ještě nestalo.	1
984	10129	Hned po ruce - to je asi největší přednost!.	1
985	11011	Vyšší cena(což se dá u profi nářadí čekat).	1
986	10413	Byla jsem natěšená na předvánoční čištění sedačky.	0
987	10620	Špatně se čistí - aby jste jej dokonale vyčistily.	1
988	9676	Esteticky laděn pro chlapa.	0
989	10145	Tepovaní jsem ještě nezkusila.	0
990	11183	Že z důvodu časté manipulace může dojít k poškození.	1
991	10286	Dostatečný pro moji potřebu.	0
992	10316	Velkou výhodou je snadná manipulace díky absenci kabelu.	0
993	10473	Dobrý výkon jednoduché čistění.	0
994	9773	Jsme zatím velice spokojeni.	0
995	10156	Vysavač má dva výkonové stupně a po stisknutí tlačítka 'max' přizvedává i koberec - musí se počítat s kratší dobou vysávání !.	1
