	id	text	label	confidence_pro	confidence_con	actual
2006	34736	Zatím o žádných proti nevím:o).	1	0.012	0.988	1
2007	32100	Takže zde také nic nepropadá dolů.	1	0.018	0.982	0
2008	29208	Seká oříšky a zeleninu.	0	0.999	0.001	0
2009	31960	Kvalitní a prostorově dostatečně velká kombinovaná lednice za nízkou cenu.	0	0.999	0.001	0
2010	33118	Všechny komponenty se špatně skladují.	1	0.006	0.994	1
2011	33574	Snad jen trochu hlučný.	1	0.005	0.995	1
2012	31869	Perfektně sbírá zvířecí chlupy i stelivo vynášené z kočičího wc.	0	0.999	0.001	0
2013	31192	Držák na 12 vajec.	1	0.009	0.991	0
2014	35240	Dno lahví je vypouklé dovniítř.	1	0.005	0.995	1
2015	29193	Životnost (předchozí liebherr máme 10 let a stále funguje.	0	0.999	0.001	0
2016	30163	Malý vejde se všude.	0	0.998	0.002	0
2017	31685	Koberec již po prvním použití oživl.	1	0.015	0.985	0
2018	32968	Snad nemoznost vypnuti rotacniho kartace.	1	0.003	0.997	1
2019	31673	Tento plnoautomat splnil přesně ta očekávání.	0	0.999	0.001	0
2020	33627	Trošku veliký na naši kuchynskou linku.	0	0.999	0.001	1
2021	32741	Špatně jdou nastavit nožky.	0	0.997	0.003	1
2022	32370	Pračka mě za tuto cenu překvapila.	0	0.998	0.002	0
2023	31027	Čištění filtru je dobře domyšlené (např.	0	0.999	0.001	0
2024	31647	Dobra vnitrni organizace prihradek.	0	0.999	0.001	0
2025	29615	Podle toho jak kvalitní kávu tam nasypete :-).	0	0.983	0.017	0
2026	35146	Na 53 db je stale docela hlucna.	1	0.004	0.996	1
2027	33534	Nádržka je malá a při té fázi avivážování už je zřejmě část té náplně vyteklá do.	1	0.005	0.995	1
2028	29699	Lze delat dve cerne kavy najednou.	0	0.997	0.003	0
2029	35942	Mrazák není samostatně oddělený a tudíž nic nezmrzne.	0	0.995	0.005	1
2030	35046	Takže hloubka úplně neodpovídá.	1	0.119	0.881	1
2031	32421	Ale co už fčil.	1	0.007	0.993	1
2032	34141	Když je tam méně prádla tak je dost hlučná.	1	0.009	0.991	1
2033	35358	Pokud tedy nebydlíte na samotě u lesa :-)po použití přístroje je cítit dost intenzivní a nepříjemný zápach spáleniny.	1	0.003	0.997	1
2034	31897	Opravdu velká pračka 10 kg.	0	0.999	0.001	0
2035	33160	Hlučnější na vyšší výkon.	1	0.003	0.997	1
2036	35326	Trochu znesnadněný přístup při přemontování otevírání dveří.	1	0.003	0.997	1
2037	32681	Ikony nejsou úplně vhodné řešení.	1	0.004	0.996	1
2038	33251	Ale to se asi týká všech současných praček.	1	0.020	0.980	1
2039	35969	Dost hlučný pokud se nasadí štěrbinový nástavec a pustí se na plný výkon.	1	0.004	0.996	1
2040	34949	Jeste k tomu je dost hlucna a vytvari pisklavy zvuk.	1	0.004	0.996	1
2041	29139	Možnosti nastavovaní jsou velké.	0	0.996	0.004	0
2042	33138	Uvítal bych větší vnitřní rozměry.	1	0.003	0.997	1
2043	35636	Občas se zvedne ta vysávací koncovka a člověk ji musí nohou zase přišlápnout k zemi.	1	0.003	0.997	1
2044	33346	Která se při luxování koberce prohýbá.	0	0.840	0.160	1
2045	29578	S mixérem jsem maximálně spokojená.	0	0.998	0.002	0
2046	31608	Sílu chuti a nebo vybrat vámi naprogramovaný typ kávy a  zmáčknout tlačítko pro přípravu.	0	0.995	0.005	0
2047	34611	Pretože chladnička si sama reguluje mrazenie termostatom na správnu teplotu a v podstate nič viac netreba ani.	0	0.982	0.018	1
2048	29003	Nachystáte a jdete např.	1	0.006	0.994	0
2049	29618	Jednoduchý přístroj pro kvalitní přípravu kávy.	0	0.999	0.001	0
2050	32948	Nedají se sehnat náhradní lahve.	1	0.003	0.997	1
2051	35287	Příliš se přisává k podlaze.	1	0.008	0.992	1
2052	33648	Po nabíjení se sám nevypne (je třeba ručně odpojit).	1	0.423	0.577	1
2053	34313	Raději bych klasickou žárovku.	1	0.006	0.994	1
2054	33401	Velmi silné navíjení el.	0	0.996	0.004	1
2055	31323	Silná sací síla i přes nižší příkon motoru.	0	0.999	0.001	0
2056	29847	V případě nouze lze dokoupit i některé náhradní díly.	0	0.500	0.500	0
2057	32359	Spínaná zásuvka na vysavači.	1	0.270	0.730	0
2058	29195	Dobře pere i máchá.	0	0.999	0.001	0
2059	35177	Ne každá domácnost má zásuvky dokonale uzpůsobeny k připojení spotřebičů.	1	0.004	0.996	1
2060	32668	Nepřesnější ukládání vysavače do nabíjecího stojanu.	1	0.003	0.997	1
2061	35886	Není tlačítko k vypnutí.	1	0.008	0.992	1
2062	35789	Pokud chci vyndat něco ze šuplíku.	1	0.021	0.979	1
2063	32025	Z kapslových kávovarů pro mne jednoznačně nejchutnější káva.	0	0.998	0.002	0
2064	33909	Bohužel do rozměrů není zahrnut ovládací knoflík a dvířka.	1	0.004	0.996	1
2065	34100	Nyní dáváme do servisu.	0	0.898	0.102	1
2066	34004	Koš na ždímání vypadává z drážek i když není maximálně naplněný.	1	0.004	0.996	1
2067	35495	Podlahu tak nějak polovicne.	1	0.003	0.997	1
2068	34748	Takže čištění mytím pod tekoucí vodou je složité.	1	0.008	0.992	1
2069	31273	Funguje spolehlivě a bez problémů.	0	0.999	0.001	0
2070	32724	Ušlehání sněhu trvá třikrát déle.	0	0.997	0.003	1
2071	34478	Obvykle jen na jedno kafe (ty větší).	1	0.004	0.996	1
2072	34332	K presovači není přibalen tamper.	0	0.901	0.099	1
2073	31762	Zachovává charakter chuti kávy.	0	0.999	0.001	0
2074	30727	Uvidíme ještě co životnost.	1	0.011	0.989	0
2075	32941	Přijde mi taková moc plastová.	1	0.004	0.996	1
2076	33319	Napájecí šňůra' ( délka je uvedena v popisu zboží).	1	0.012	0.988	1
2077	35822	Mezi horními a spodními dveřmi je bílý pruh.	1	0.004	0.996	1
2078	32273	Na dvě místnosti plně dostačující.	0	0.995	0.005	0
2079	34629	Tedy nepoužitelný na běžný úklid různých povrchů v jednom čase.	1	0.003	0.997	1
2080	32088	Zatím nejlepší vysavač co jsme kdy měli.	0	0.999	0.001	0
2081	30457	Jednoduché ovládání na otočném voliči v češtině.	0	0.999	0.001	0
2082	30077	Osvědčená značka za rozumnou cenu.	0	0.999	0.001	0
2083	28817	Výborně saje a má hodně nástavců.	0	0.891	0.109	0
2084	35345	Ale nedostatocny a horsie pochopitelny.	0	0.952	0.048	1
2085	30945	Ale zatím jsem spokojená.	0	0.992	0.008	0
2086	30051	Malá spotřeba velký výkon a 4 letá záruka.	0	0.998	0.002	0
2087	31321	Velice mě vyhovuje samoodmrazování.	0	0.999	0.001	0
2088	30218	A to to dost přeháním (poprvé jsem ho chtěl uklidit.	1	0.043	0.957	0
2089	29605	Je dobré že je to tepovač s vysavačem vše v jedno není potřeba další nástroje.	0	0.997	0.003	0
2090	32517	Musí se při otevírání  přidržet.	1	0.003	0.997	1
2091	31525	Velmi chválím barevnost výrobku-já si vybrala s kombinací sv.	0	0.998	0.002	0
2092	30158	Lehký a pohotový pro úklid zj.	0	0.999	0.001	0
2093	33113	Mala 'hlavice' na vysavani.	1	0.003	0.997	1
2094	30280	Výborná desinfekce pro domácnost se psem.	0	0.997	0.003	0
2095	33266	Bílá asi dlouho nezůstane bílá.	1	0.018	0.982	1
2096	34610	Pěnič mléka se trochu hůře čistí.	1	0.003	0.997	1
2097	29935	Mam jej pouze dva tydny.	0	0.942	0.058	0
2098	33094	Že nemám ještě vyladěné optimální namletí kávy.	1	0.025	0.975	1
2099	29710	Proti jiným sekáčkům velmi tichý chod.	0	0.999	0.001	0
2100	30063	Velice velice tichá (až na zmiňované čerpadlo na vodu) - ale nejedná se o nějaký hrozný hluk.	0	0.999	0.001	0
2101	34818	Ale přidává to na hlasitosti).	1	0.007	0.993	1
2102	28889	Za tu cenu dobrá pračka se sušičkou.	0	0.994	0.006	0
2103	32851	Hlavní otočný volič 'přeskakuje'.	1	0.003	0.997	1
2104	33031	Tím že je lehoučká tak při otvírání je nutné přidržet celou lednici :-).	1	0.003	0.997	1
2105	35099	Dá se na to ale zvyknout.	1	0.004	0.996	1
2106	30855	Rychlá a beznářaďová instalace.	0	0.998	0.002	0
2107	30995	Zeleniny či dolití tekutiny.	0	0.986	0.014	0
2108	32912	Pak se při plném výkonu obtížně vysává.	1	0.003	0.997	1
2109	31360	Dobrá cena za pracovní vysavač.	0	0.999	0.001	0
2110	33103	Tedy se s ním hůř cestuje.	1	0.071	0.929	1
2111	31993	Lednice je poměrně tichá.	0	0.998	0.002	0
2112	34793	Na fotkách vypadá design jako leštěný broušený černý kov.	1	0.003	0.997	1
2113	30097	Použitelné i jako ruční vysavač.	0	0.999	0.001	0
2114	31253	Políčky jsou malé a dá se s nimi hýbat.	1	0.008	0.992	0
2115	30295	Skvělá káva i čaj.	0	0.999	0.001	0
2116	35238	Mohli je udělat o to menší.	1	0.012	0.988	1
2117	33783	Takže u nás to nevadí.	1	0.010	0.990	1
2118	32071	Krátký 30timinutový program na praní lehce znečištěného prádla.	0	0.976	0.024	0
2119	29286	Jenže jsem neměla zkušenosti s jinou.	0	0.912	0.088	0
2120	33693	Trochu jezdí po podlaze.	1	0.004	0.996	1
2121	34775	Ze kterého vyčnívá hadička při vylévání vysáté vody.	1	0.007	0.993	1
2122	32580	Že lednice je poškozená a to celkem dost.	1	0.004	0.996	1
2123	29015	Navazuji na tradici zelmer 181.	0	0.995	0.005	0
2124	31998	Zeleninu na jemný salát.	0	0.999	0.001	0
2125	34346	Tvrdé  popotahování hubice a neohebná hubice bez kloubů.	1	0.003	0.997	1
2126	34068	Zatím jsem na nic nepřišel.	1	0.013	0.987	1
2127	30352	Vysávací trubicí se dá výborně vysávat i pod nábytkem nebo i stěny.	0	0.985	0.015	0
2128	30587	Sháněl jsem jen tento způsob dvířek.	0	0.984	0.016	0
2129	34176	Po měsíci šel na opravu - upadlý šroubek.	1	0.004	0.996	1
2130	33844	Proč bych ho nedoporučil jsem nenarazil.	1	0.006	0.994	1
2131	31546	Výborný na denní rychlý ůklid.	0	0.999	0.001	0
2132	29953	Rychlý a pohodlný  nákup.	0	0.999	0.001	0
2133	32979	A zustane svitit dokud je tam nadoba polozena = musi se vytahovat ze zasuvky(zasuvka s vypinacem to taky resi).	1	0.003	0.997	1
2134	33994	Malá nádržka na vodu.	1	0.003	0.997	1
2135	35169	Který jsem s ním měla.	0	0.992	0.008	1
2136	28948	Z libovolné tvrdé zeleniny.	0	0.998	0.002	0
2137	32632	Napouštěcí tlaková hadice bez těsnění a s krátkým závitem.	1	0.013	0.987	1
2138	32953	Starší verze měla plynulou regulaci.	1	0.007	0.993	1
2139	31592	Výrobek  je perfektní a bez závad zkoušel jsem ho osobně.	0	0.998	0.002	0
2140	34794	Nejdou navolit samostatně teploty a časy praní.	1	0.003	0.997	1
2141	33937	Krátká doba na hodnocení.	0	0.985	0.015	0
2142	30682	Ale musí se do sebe pouze zasunout.	1	0.005	0.995	0
2143	28912	Byli jsme příjemě překvapeni velkým prostorem jak v chladničce tak mrazáku.	0	0.996	0.004	0
2144	33506	Krátká sací hadice i teleskopická trubka.	0	0.987	0.013	1
2145	34216	Který musíte zacvaknout přesně do otvorů.	1	0.003	0.997	1
2146	31907	Zvukový hlídáček dovření dveří.	1	0.015	0.985	0
2147	32178	Dlouha hadice a dostatek příslušenstvý.	0	0.999	0.001	0
2148	32206	Manévrovatelnost - malé kolečka jsou v bytě výborná.	0	0.996	0.004	0
2149	33520	Ale  za ty peníze to stálo.	1	0.017	0.983	1
2150	33245	Že není vložen papírový filtr a pak pokud ho zapomeneté vložit.	1	0.195	0.805	1
2151	30734	Je malý a lehký.	0	0.999	0.001	0
2152	35499	Musí být více vody.	1	0.003	0.997	1
2153	35585	Led dole v supliku.	1	0.013	0.987	1
2154	34724	Malá výdrž baterie na jedno nabití.	1	0.007	0.993	1
2155	30409	Možnost dokoupit menší nádobu.	0	0.998	0.002	0
2156	32450	Když tam vložíte lahev v pet lahvi.	1	0.008	0.992	1
2157	35122	Snad jen plastová tryska- myslím ale.	1	0.005	0.995	1
2158	30122	Manuální ovládaní - nápoj dle vlastní chuti.	0	0.999	0.001	0
2159	33810	Tvrdý povrch lze vysávat jen turbokartáčem.	1	0.004	0.996	1
2160	30875	Jedním vrzem za dobrou cenu.	0	0.999	0.001	0
2161	29513	Osvědčilo se nám led osvětlení v hubici.	0	0.989	0.011	0
2162	28808	Vyrazne kvalitnejsi zpracovani oproti whirlpool a indesit.	0	0.995	0.005	0
2163	30732	Tak i z koberce s nízkým vlasem.	0	0.998	0.002	0
2164	35206	Malý zasobník na odpad(9 porcí).	1	0.003	0.997	1
2165	33972	U standardních velikostí kávy nelze upravit přednastavené množství vody.	1	0.003	0.997	1
2166	34494	Eco lze nastavit jen u některých programů.	1	0.003	0.997	1
2167	31532	Mám ho však krátce.	1	0.026	0.974	0
2168	30125	Záruka na motor 10 let.	0	0.999	0.001	0
2169	30887	Nebo naopak lze přídavné máchání vypnout.	1	0.003	0.997	0
2170	35830	Zatím nevím o ničem.	1	0.006	0.994	1
2171	34151	Uchycení teleskopické trubky v hadici by mohlo být pevnější - trubka vypadává.	1	0.003	0.997	1
2172	31538	Vynikající pro 1 - 2 osoby.	0	0.999	0.001	0
2173	29185	Splňuje vše co jsme čekali.	0	0.999	0.001	0
2174	33497	Na dveřích jsou vidět otisky prstů.	1	0.004	0.996	1
2175	31500	Vše závisí pouze na koupené kávě.	0	0.988	0.012	0
2176	30339	Dobře vysává podlahy bez koberců.	0	0.999	0.001	0
2177	33158	Ale díry jsou předvrtány tak.	1	0.034	0.966	1
2178	30991	Dostatečná síla sání podpořená kartáčem.	0	0.998	0.002	0
2179	35821	Zdají se příliš slabé.	1	0.004	0.996	1
2180	32656	Naprosto nevyhovující úhel hlavice na tvrdé podlahy.	1	0.003	0.997	1
2181	34320	Ale to je asi nešvar u všech aku vysavačů.	1	0.010	0.990	1
2182	34586	Pračka po dodání neždímala - nutný servis.	1	0.003	0.997	1
2183	31376	Používám ho v domácnosti každý den na přípravu snídaně.	0	0.998	0.002	0
2184	33171	Bohužel teď musím maskovat v kuchyni tu ohavnou červenou šňůru.	1	0.008	0.992	1
2185	31588	I mrkev mixuje na kaši.	0	0.993	0.007	0
2186	35078	Vypráno doopravdy je za 2 hodiny.	1	0.049	0.951	1
2187	34410	Ostatní se musí dokupovat.	1	0.003	0.997	1
2188	28994	Mixuje rychle i velké kousky.	0	0.999	0.001	0
2189	35314	Pomalejší nahřívání od spuštění kávovaru.	1	0.003	0.997	1
2190	29799	Tento produkt si koupily dcera s rodinou a jsou spokojeni.	0	0.996	0.004	0
2191	29880	Očekávala jsem větší hlučnost podle některých recenzí.	0	0.578	0.422	0
2192	32427	Nemá úložný prostor na příslušenství.	1	0.003	0.997	1
2193	31109	Je super pro využití na chatě.	0	0.997	0.003	0
2194	31241	Celý systém uchycení je velmi flexibilní a snadný.	0	0.998	0.002	0
2195	34879	Hubičky už nemají své místo přímo ve vysavači jako u minulého modelu.	1	0.015	0.985	1
2196	35149	Tak kromě kompresoru spíná po každém otevření dveří cca na 5 minut asi ten ionizátor.	1	0.003	0.997	1
2197	29468	Šuplík v chladničce navíc.	0	0.996	0.004	0
2198	33896	Kdyby mela automaticke davkovani gelu.	1	0.041	0.959	1
2199	32875	Použil jsem ho asi dvě minuty a pak jsem to vzdal a zajel k benzince.	1	0.005	0.995	1
2200	33754	Na hadici a trubici je přeci jen trochu znát horší zpracování.	1	0.003	0.997	1
2201	34853	Naše starší elektrolux byla  rozhodně tižší ale v kuchyni nespíme tak to nevadí.	0	0.986	0.014	1
2202	31152	Káva je brzy připravená a navíc je skvělá! děkuji !.	0	0.994	0.006	0
2203	34856	Ráda peču a těžko si představuji.	0	0.986	0.014	1
2204	31767	Za tuhle cenu super výrobek.	0	0.999	0.001	0
2205	32536	Tryska pěnovače lze těžko sundávat.	1	0.055	0.945	1
2206	29218	Jsem sním velmi spokojen.	0	0.998	0.002	0
2207	29549	Nastavíte teplotu kávy 1-3.	0	0.999	0.001	0
2208	29527	Je úžasně praktický a lehce ovladatelný.	0	0.999	0.001	0
2209	35712	Nahřívací plocha na šálky.	0	0.998	0.002	1
2210	35491	Že dáte do nádoby větší množství jídla.	1	0.008	0.992	1
2211	35226	Bylo by vysávání o něco pohodlnejsi.	1	0.004	0.996	1
2212	34763	U této verze není.	1	0.261	0.739	1
2213	34437	Citlivé tlačítko navíjení napájecího kabelu.	1	0.003	0.997	1
2214	34528	V některých detailech nejasný nebo neúplný.	1	0.003	0.997	1
2215	35906	Při každém mixování se musí přidržovat.	1	0.003	0.997	1
2216	31448	Stejně jako ph vody.	1	0.011	0.989	0
2217	30934	Že pereme v ekologických pracích prostředcích bez parfemace a nepoužíváme aviváž.	1	0.102	0.898	0
2218	32141	Aparát na led nezabere mnoho místa v mrazáku.	0	0.998	0.002	0
2219	30507	Doplňky jako štěrbinovka nebo kartáč úžasně po ruce.	0	0.997	0.003	0
2220	33811	Hadice je poměrně měkká.	1	0.004	0.996	1
2221	29253	Červená barva - mám i jiné spotřebiče v této barvě.	0	0.998	0.002	0
2222	31266	Má hodně funkcí a nepotřebuji už žádný robot.	0	0.998	0.002	0
2223	33354	Mohla by být lepší přihrádka na led.	1	0.003	0.997	1
2224	34780	Nemá foukání (ale nikdy jsem to na předch.	0	0.990	0.010	1
2225	30621	Zůstávala v nich voda a tudíž byly náchylné k vytváření.	1	0.004	0.996	0
2226	31677	Kovové tělo ponorné části.	1	0.009	0.991	0
2227	34466	Je to detail v jinak absolutně výborném spotřebiči.	1	0.007	0.993	1
2228	34838	Při ždímání se chvěje půl bytu i když je perfektně vyvážena do bublinky.	0	0.996	0.004	1
2229	30967	Mám zatím krátkou dobu.	1	0.189	0.811	0
2230	33947	Snad jen kabel by mohl být o fous delší.	1	0.005	0.995	1
2231	35816	Bez hrnku zbytečně voda 'cáká' na spodní mřížku.	0	0.986	0.014	1
2232	33701	Mám kávovar zatím krátce.	0	0.806	0.194	1
2233	30323	S vysavačem jsem velice spokojená.	0	0.998	0.002	0
2234	32698	Nešikovná manipulace s nádržkou na vodu.	1	0.003	0.997	1
2235	30519	Není tak těžký jak vypadá.	0	0.996	0.004	0
2236	29207	Možnost přidat až 4 máchání k pracímu cyklu.	0	0.998	0.002	0
2237	33608	Jak jsem byl zvyklý u jiných lednic calex nebo liebherr.	1	0.011	0.989	1
2238	32938	Ale to jsem vedela uz predem.	1	0.022	0.978	1
2239	30371	Ledničku perfekt jsme nekoupili 3.	0	0.998	0.002	0
2240	28800	Na základě měsíční zkušenosti jsme zakoupili další 3.	0	0.995	0.005	0
2241	33350	Mohla být větší miska na sekání.	1	0.003	0.997	1
2242	34784	Stoupl počet vypitých káv.	1	0.005	0.995	1
2243	34547	Čekala jsem chuť kávy jako z profi přístroje v kavárně.	0	0.998	0.002	1
2244	32986	Málo místa na větší hrnek po výpustí.	1	0.431	0.569	1
2245	35418	Nedoporučuji dávat plnou láhev do tašky.	1	0.003	0.997	1
2246	33422	Aplikace pro android by mohla mít více funkcí.	1	0.003	0.997	1
2247	32378	Vše v naprostém pořádku ☺.	0	0.998	0.002	0
2248	35730	Je hlučný - nemám ale srovnání s jinými.	1	0.309	0.691	1
2249	29445	Hustá pěna na všechny druhy kávy.	0	0.999	0.001	0
2250	34961	Při praní s předpírkou docela dlouhý prací čas cca 4.	1	0.008	0.992	1
2251	31699	Nemusí se kupovat sáčky.	1	0.012	0.988	0
2252	29665	Velmi dobrý sací výkon.	0	0.999	0.001	0
2253	30588	Jeden v práci a teď jako dárek.	0	0.999	0.001	0
2254	35402	Hned po prvním použití poškrábaný nerezový odkapávací prostor.	1	0.003	0.997	1
2255	35494	Přitom prostor byl vyroben přesně podle rozměrů lednice.	1	0.010	0.990	1
2256	35325	Musí se použít síla s vědomím že se jedná o umělou hmotu.	1	0.003	0.997	1
2257	29171	Nízká spotřeba vody a energie.	0	0.997	0.003	0
2258	29005	Obsahuje všechny základní funkce tyč.	0	0.999	0.001	0
2259	30930	Umí vysávat i tekutiny.	0	0.999	0.001	0
2260	34798	Nyní je trubice plastová.	1	0.003	0.997	1
2261	34543	Horší uložení kabelu - konec kabelu jde jen obtížně zaháknout.	1	0.004	0.996	1
2262	31411	Srozumitelné symboly a dobrý manuál.	0	0.999	0.001	0
2263	35662	Po sušení je třeba čistit.	1	0.030	0.970	1
2264	29726	Velmi snadné čištění stroje.	0	0.999	0.001	0
2265	31130	Dělá hezkou a hustou pěnu.	0	0.999	0.001	0
2266	35835	Zůstává voda v gumě dveří.	1	0.008	0.992	1
2267	32299	Snadné čištění filtru i nádoby.	0	0.999	0.001	0
2268	33141	Hadice se občas vytrhne.	1	0.003	0.997	1
2269	32452	Není vhodný pro vysávání extra jemného stavebního prachu (např.	1	0.004	0.996	1
2270	35939	Chybí návod v českém jazyce.	1	0.003	0.997	1
2271	31455	Super káva pro labužníky.	0	0.999	0.001	0
2272	30823	Výborně chladí a má minimální spotřebu el.	0	0.999	0.001	0
2273	31188	Delší záruka na motor.	1	0.003	0.997	0
2274	33090	Tento model má vyznačeny druhy programů s anglickým popisem.	1	0.010	0.990	1
2275	32722	Kabel mohl mít systém navíjení.	1	0.003	0.997	1
2276	33312	Aby se nepovolil a obsah pak nestříkal ven.	1	0.007	0.993	1
2277	30138	Aby pračka doprala (třeba v 7 ráno) a ona tak opravdu skončí.	1	0.010	0.990	0
2278	35095	Nemožnost připojení na vodovodní řád.	1	0.003	0.997	1
2279	34524	Originální recepty v aplikaci by mohly být v češtině.	1	0.003	0.997	1
2280	33555	Obtížně přestavitelná změna směru otvírání dveří.	0	0.993	0.007	1
2281	31242	Hezký vzhled a nižší cena.	0	0.999	0.001	0
2282	31450	Že jsem se k této koupi rozhodla a budu ráda.	0	0.996	0.004	0
2283	30421	Velice jednoduché a intuitivní ovládání.	0	0.999	0.001	0
2284	31691	Sebere téměř veškerou nečistotu.	0	0.995	0.005	0
2285	33106	Tak jsem to risknul.	1	0.012	0.988	1
2286	30922	Výběr více druhů kávových nápojů.	0	0.999	0.001	0
2287	29229	Za tu cenu skvělý pomocník do domácnosti.	0	0.999	0.001	0
2288	34211	Ale to není zas taková katastrofa.	1	0.130	0.870	1
2289	34178	Samozřejmě nemám žádná proti.	0	0.990	0.010	1
2290	35649	Aby se prach nerozletěl všude okolo.	1	0.005	0.995	1
2291	33735	Neumí napěnit mléko (ale to v této cenové relaci žádný kávovar).	1	0.006	0.994	1
2292	30547	Přesně splňuje naše požadavky.	0	0.999	0.001	0
2293	31335	Při síle kapslí 8 a více.	0	0.994	0.006	0
2294	35017	Ještě jsem po 14 dnech nenašel.	1	0.015	0.985	1
2295	28921	Je to výkonný a kvalitní vysavač.	0	0.998	0.002	0
2296	35856	Nemohu říct ani popel max spokojenost vřele doporučuji všem už napohled působí velice dobrým dojmem.	0	0.999	0.001	1
2297	31747	Tak vše bylo ok.	0	0.973	0.027	0
2298	29759	Úžasné kafíčko a hlavně ta pěna!.	0	0.999	0.001	0
2299	31607	Naprostá spokojenost pračka je tichá a perfektně pere šikovné programy které netrvají dlouho.	0	0.999	0.001	0
2300	33707	Zatím jsem je neobjevila.	1	0.004	0.996	1
2301	31789	Snadné čištění a obsluha.	0	0.999	0.001	0
2302	32224	Krásný design - červená barva.	0	0.999	0.001	0
2303	35623	Zatím se mi nedaří dobře napěnit mléko.	1	0.004	0.996	1
2304	34107	Zvlněné dekorativní zámkové dlažby špatně sesbírá.	0	0.991	0.009	1
2305	33363	Dveře se otevírají dost těžce.	1	0.004	0.996	1
2306	30911	Pro 2 šálky k nahřívání.	0	0.994	0.006	0
2307	30536	Přídavné kartáče na podlahy.	1	0.004	0.996	0
2308	30524	A můžete si zde navolit změnu stupnů (20.	1	0.023	0.977	0
2309	33430	Velmi malá variabilita umístění polic.	1	0.003	0.997	1
2310	29639	Výborný sekáček i mixér v jednom.	0	0.999	0.001	0
2311	30576	Takže nejste omezeni délkou kabelu.	1	0.006	0.994	0
2312	35841	Aby se zasunul pod trysky.	1	0.004	0.996	1
2313	34670	Česká nálepka přes anglický text u programů není správně.	1	0.003	0.997	1
2314	30960	Rychlá a jednoduchá príprava.	0	0.999	0.001	0
2315	30686	Že budeme spokojeni nadále.	0	0.996	0.004	0
2316	34212	Pouze 2x asi z 10 praní se mi podařilo prádlo vyprat a vysušit.	1	0.004	0.996	1
2317	29225	Snadno se ovládá a má všechny programy.	0	0.999	0.001	0
2318	29040	Sundani nadrzky je rychle.	0	0.993	0.007	0
2319	31719	Nemám slov prostě ok.	0	0.994	0.006	0
2320	31681	Kabel je dosatečně dlouhý.	1	0.018	0.982	0
2321	32535	Plastová hadice mám strach.	1	0.003	0.997	1
2322	35800	Plastů a skla poliček.	1	0.004	0.996	1
2323	29304	Nic lepšího bych nekoupil.	1	0.019	0.981	0
2324	34970	Nemožnost dokoupit další příslušenství.	1	0.004	0.996	1
2325	35140	Z materiálu je cítit zvláštní pachuť.	1	0.003	0.997	1
2326	31704	Chladí a mrazí velice dobře.	0	0.999	0.001	0
2327	29168	Skvela cena za kvalitni vyrobejk.	0	0.999	0.001	0
2328	33524	Toto byl jen doplňkový na rychlé vysání.	1	0.040	0.960	1
2329	33575	Trochu nezvyklý úchop pro přenášení.	1	0.003	0.997	1
2330	34630	Hlučný (odpovídající pro 'průmyslový' vysavač).	1	0.012	0.988	1
2331	35666	Mohla by být delší sací hadice.	1	0.003	0.997	1
2332	30208	Trochu hlučné ale jen chvilku v provozu většinou tak 4krát denně.	1	0.006	0.994	0
2333	29784	Malý a vzhledově hezký.	0	0.999	0.001	0
2334	30754	Mame kocky a psa.	0	0.995	0.005	0
2335	31637	Jednoduché a praktické ovládání.	0	0.999	0.001	0
2336	32532	Umývání trysky na mléko.	0	0.668	0.332	1
2337	30374	Ovládání sání na rukojeti.	0	0.999	0.001	0
2338	31397	Za malý peníz vynikající značka a kávovar.	0	0.999	0.001	0
2339	34601	Parní praní pouze u dvou programů.	1	0.004	0.996	1
2340	33552	Mohlo by být pojmenováno jinak.	1	0.003	0.997	1
2341	32028	Dlouhá šnůra - již konečně není třeba žádný prodlužovák!!!.	1	0.045	0.955	0
2342	32063	Regulovatelný výkon motoru (a tedy i sání).	0	0.999	0.001	0
2343	30827	Buden na 6kg prádla.	0	0.987	0.013	0
2344	29063	Používám na vysávání auta a vezme i kamínky z podlahy.	0	0.999	0.001	0
2345	29534	Velká lednička bez hloupého mražáku za super cenu.	0	0.999	0.001	0
2346	31516	Dobrý vysavač na rychlý úklid.	0	0.999	0.001	0
2347	34862	Víko nádoby na prach se musí úplně otevřít.	1	0.003	0.997	1
2348	29576	Postačující doba provozu na jedno nabití.	0	0.999	0.001	0
2349	28812	Ve své třídě při této ceně top.	0	0.998	0.002	0
2350	30957	Káva výborná hned na popré.	0	0.998	0.002	0
2351	33460	Ale čistí se často.	1	0.005	0.995	1
2352	30655	Moderní a úsporná lednička.	0	0.999	0.001	0
2353	29792	Hučí proud vody při napouštění.	1	0.016	0.984	0
2354	34317	Pokud nové zařízení má vůli.	1	0.019	0.981	1
2355	34698	Baterie by mohla vydrzet dele.	1	0.006	0.994	1
2356	29131	A o to mi šlo.	1	0.127	0.873	0
2357	29803	Je krásná a prostorná.	0	0.999	0.001	0
2358	31784	Kávu vyrobí opravdu dobrou.	0	0.999	0.001	0
2359	34339	Jen jedna váhrada k návodu.	1	0.003	0.997	1
2360	33540	Malá první přihrádka na prášek.	1	0.004	0.996	1
2361	35878	Cena je ale dvojnásobná.	1	0.008	0.992	1
2362	28945	Ale již tento podobný používáme doma a jsme spokojeni.	0	0.985	0.015	0
2363	33857	Lze použít pouze jeden typ kapslí (na výběr je z cca 5 druhů přípravy kávy).	1	0.003	0.997	1
